,l2_error,linf_error,radius_la,kernel_la,rc_dog,rs_dog,kernel_dog,ratio_dog,radius_cn,kernel_cn,c50_cn,exp_cn,k_exc,sf_f1_resp,sf_r2,size_f1_resp,size_r2,size_sup_idx,size_optim_sf,contrast_f1_resp,contrast_sat_idx,sf_popt_rc,sf_popt_rs,sf_popt_Kc,sf_popt_Ks,size_popt_re,size_popt_ri,size_popt_Ke,size_popt_Ki,contrast_popt_r_ramp,contrast_popt_C0
510,7.307951805579969,2.344701764532407,inf,1,1.3341301203159934,9.065551816723735,23,-0.013639559926423232,11.460246779409651,29,0.2943476257650459,0.35701730329101505,2.308572719205591,"[3.30131269 3.32626438 3.38863277 3.54006219 3.88125849 4.51490116
 5.31105232 6.22399664 5.95393705 5.07221889 3.24633884 0.81711888]",0.9972957657538243,"[0.         4.58563948 7.62174797 8.0726099  7.14351702 6.43783855
 6.35646677 6.20168781 6.193151   6.22924662 6.19491005 6.20782757]",0.8145816246869718,0.7689988298525237,1.8483633685417726,"[0.1400844  0.21114756 0.3169964  0.47323868 0.70106155 1.02811027
 1.48893428 2.12526155 2.98692107 4.13464451 5.64545155 7.62036991]",0.15329750674492204,0.03706116537826937,0.2775112372547976,1570.1776605130515,14.236852169284663,0.10959593595443204,0.1110053216171767,2874.2962531406797,2806.116002124187,7.691076834529418,0.5973937467455841
511,6.596205786167124,2.229309567622012,inf,1,1.5038980756572542,8.36858007701553,21,-0.014676566084351583,11.507923415025598,29,0.5001598147246767,0.34878352949181607,3.3109856222310037,"[4.38092995 4.40514088 4.46531391 4.60922432 4.92031288 5.43422031
 5.94181347 6.63543558 6.34024096 4.93118572 2.56863189 0.44715363]",0.9978244848272875,"[0.         3.65707016 6.74135542 7.91383982 7.33854246 6.85060549
 6.73090219 6.60148335 6.59464025 6.64240646 6.59697247 6.61406136]",0.8710318597273357,0.835758810955908,1.8483633685417726,"[0.1209543  0.18318076 0.2769213  0.41752753 0.62711388 0.93680769
 1.38904214 2.0395081  2.95833111 4.23093319 5.96016598 8.27213383]",0.10612212708599555,0.04362517913170107,0.2637451651498258,1243.0750746978697,13.677441685839272,0.11863888412531653,0.12024867841423625,2058.96425142463,2000.2919817934476,12.389844933379832,1.0570865231363646
512,8.03760871316808,2.2480767421683163,inf,1,1.5669938337701863,10.178281249116747,25,-0.021946432917387015,11.533774813968998,29,0.6871710141007698,0.5496124971723588,1.6305729501018364,"[1.96305072 1.9970156  2.08189201 2.28777337 2.75412512 3.65071702
 4.80368519 5.73956919 5.22992992 4.44068098 2.5311377  0.54214102]",0.9980465311179687,"[0.         4.25092077 7.45991039 8.26132202 7.08748865 6.07075548
 5.96315718 5.73719406 5.72145844 5.74254513 5.72249365 5.73003531]",0.8238499864510737,0.6935978636496286,1.8483633685417726,"[0.16501376 0.24789219 0.37031123 0.5487808  0.80432498 1.16169989
 1.64718378 2.28537846 3.09673715 4.09799623 5.30617952 6.74442434]",0.2483104257890998,0.039987348845863524,0.31522425755987493,1222.2631792107559,13.366842444881133,0.11715650769961058,0.11869456400488593,2980.755957827246,2914.6694983084935,4.343338346790929,0.2717845346734384
513,6.802167507533822,1.5893700988860697,inf,1,1.4760120529258418,7.797723712364666,21,-0.01962542169420939,12.99066928811108,33,0.7675279970099443,0.9350224813319306,3.241107011143913,"[3.34955573 3.36932468 3.41865945 3.53790545 3.80117583 4.23402596
 4.59076977 5.10244226 5.03360796 4.29282379 2.64833522 0.56915575]",0.992472543769376,"[0.         4.2439332  7.45351171 8.20611763 7.13285351 6.09922743
 5.44838047 5.08916235 5.07808495 5.10646868 5.07947111 5.08963537]",0.8189235715253238,0.6202245204909203,1.8483633685417726,"[0.13691844 0.20658664 0.31055272 0.46428999 0.68857831 1.00947809
 1.45610058 2.05465174 2.8180418  3.73381686 4.75769758 5.82072163]",0.2866271819338382,0.037883689231120385,0.2594366333390077,1269.5267080115586,10.91237509640895,0.09116308518795962,0.20306019173183534,93.00235281695673,27.402683056396107,3.5760897329037795,0.24011417278186528
514,9.326242575781796,2.3359204188057476,inf,1,1.498014196701954,10.314894023784147,27,-0.02724037503325248,11.576626838675699,29,0.8210853629929373,0.5641044173453095,1.1841959742978778,"[1.37830102 1.3256954  1.18732452 0.80242848 0.40480947 2.30691433
 4.22716856 5.37904263 4.88983631 4.26168489 2.57262015 0.51327044]",0.9395447410419382,"[0.         4.74094248 7.84160137 8.14698696 6.65942144 5.5620718
 5.61358404 5.3940835  5.37333536 5.37974358 5.37364626 5.37594128]",0.7912745832666586,0.659868648623655,1.8483633685417726,"[0.18306351 0.27363837 0.40586534 0.59552801 0.86130446 1.22307527
 1.69931638 2.30484056 3.05068755 3.94696665 5.00737858 6.2532773 ]",0.28991266393089954,0.0397561420293471,0.26830956635749287,1199.2870757162245,22.591193322147603,0.11027507863284862,0.11168304540749328,3468.976574035086,3397.911441773851,3.4151054150543287,0.19457371788162361
515,15.427158217722983,2.623974731097646,inf,1,1.3204576955375615,8.48751311184002,21,-0.03139346934553218,8.490601872892576,21,0.9638408546818,0.2018360301400021,0.776441278863276,"[1.01114535 0.97283864 0.87512529 0.62458694 0.03500613 1.48814845
 3.99675632 6.97235584 7.45379686 5.9728837  3.57629061 1.03598952]",0.9675905934856243,"[0.         4.51391888 7.2323513  7.51087284 7.08413649 7.79564714
 7.4618659  7.44825411 7.45404816 7.44557381 7.44136524 7.41773605]",0.8470320127973775,0.9515228070415814,2.950433470955492,"[0.14091834 0.2127974  0.32037756 0.48035061 0.71626061 1.06068659
 1.55802751 2.26839018 3.27332258 4.68433905 6.6548686  9.39600754]",0.09141235677119375,0.040554908487576063,0.20832700654280165,1722.1975360817041,62.09722532451,0.09046636073427371,0.09146906917040114,1778.5148036055712,1713.1255416135523,15.63745227819264,1.222972472481754
516,5.78419095146622,1.5874783730302071,inf,1,1.4774140274295688,9.948902404755069,25,-0.0037367464303878634,11.540878530909142,29,0.40347812501099517,0.6540525570127447,3.49175370606499,"[4.81823921 4.83808613 4.88729525 5.00433969 5.25273895 5.61951828
 5.72279739 5.80115509 5.38298082 4.47637224 2.61334848 0.51939112]",0.9972797363467735,"[0.         3.98187637 7.11479092 8.11112976 7.43266535 6.57565308
 5.92928505 5.76868391 5.76164293 5.80788326 5.76390457 5.78045654]",0.8432953170796766,0.7126573872540075,1.8483633685417726,"[0.13575402 0.20503998 0.30871049 0.46264011 0.68864214 1.01522899
 1.47692406 2.11106515 2.9514854  4.02072668 5.32509279 6.85701466]",0.20994482373398493,0.03936826212803972,0.41961437034699334,1258.2959564960272,2.341505035332265,0.0979900929576387,0.18762502093526998,92.78534425615918,30.949620598103227,5.429701341604482,0.3945353799682697
517,7.706920667000048,1.8216051083563616,inf,1,1.2793075124348987,8.986810784643477,23,-0.04053393831680604,8.99524665084895,23,0.887269553623383,0.6980355975265272,5.193116200316904,"[5.68917084 5.65440464 5.56513739 5.33322191 4.71138811 2.91235328
 2.23618007 6.78289509 6.95314503 6.18185997 4.09971666 0.90011013]",0.5652451516406829,"[0.         4.61830616 7.32170153 7.39425707 6.91441631 7.98798513
 7.00242949 6.95572138 6.95293283 6.9601984  6.96381617 6.9840436 ]",0.8127787272448127,0.87431855228913,2.950433470955492,"[0.13565204 0.20546201 0.31064475 0.46842501 0.70356065 1.05061448
 1.55579376 2.27689791 3.27922106 4.62530088 6.35922623 8.49142838]",0.1498154450007807,0.04197550865613066,0.09200211281223719,1980.3852803225539,235.5444196129439,0.06682971543170575,0.4907593906490116,67.9502576832909,1.2586934471712965,9.470472374487473,0.6883984616869692
518,6.111981701731093,1.7784801116705902,inf,1,1.2957044674872793,9.123021772977248,23,-0.037518675249112864,10.604111867460901,27,0.8831870770601172,0.6354113875931076,4.187128739151238,"[4.71041822 4.6759758  4.58742809 4.35669279 3.73415351 1.92039478
 2.77937436 6.64124918 6.67196512 5.91240501 3.89034653 0.82964146]",0.6491796411349007,"[0.         4.52545166 7.25748825 7.43148375 6.96627712 7.86196947
 6.78019094 6.66929197 6.67186403 6.67593861 6.67794895 6.68925858]",0.8134161209837653,0.8508375159853576,2.950433470955492,"[0.13294116 0.20127748 0.30414018 0.45822251 0.68737525 1.02462268
 1.51361418 2.20814562 3.16802239 4.45008087 6.09609842 8.12355423]",0.15448794179561665,0.040472200106592755,0.11762803230644192,1808.9953641186737,125.91493062403575,0.06885754417777405,0.4738749269583453,67.58277158710976,1.8845169655415843,8.730338331791144,0.6511605320839721
519,4.779799287951372,1.530666327661184,inf,1,1.4917597397251203,7.7059196914909425,21,-0.028139847935457346,11.596100678877384,29,0.8288786559935887,0.5665504311089188,2.3908697913041124,"[2.68357825 2.70739031 2.7670188  2.91242695 3.24419546 3.88392353
 4.7593894  5.85141945 5.91781378 4.8037076  2.74287987 0.55025274]",0.9982293733825154,"[0.         4.06154633 6.94332552 7.61027813 7.04177713 6.80952311
 6.05738068 5.90972042 5.91819763 5.90543652 5.89906883 5.86337709]",0.8318181014296897,0.7704550338943014,2.950433470955492,"[0.1342963  0.20283803 0.30540043 0.45770267 0.68140233 1.00494766
 1.46324325 2.09524798 2.93922234 4.02721786 5.38209534 7.02002525]",0.19286134798680465,0.040791812260044844,0.24284150703264307,1310.8715720657353,22.272429496128872,0.081761888066304,0.2580011861341744,70.8395807503617,9.4931642417533,5.956199691572948,0.4459988847767966
